,times,sst,sst_err,ftemp,wind,atemp,swrad,humid
547,696772.8799999993,302.5673543491119,1.0,302.939594862829,0.681454174007528,301.99065557502155,0.40951546994102134,0.01
548,696782.8799999993,302.56269877409756,1.0,302.9353625219069,0.6692679510076494,301.988714535909,0.40805604203684426,0.01
549,696792.8799999993,302.5580431990832,1.0,302.9311301809848,0.6570817280077708,301.98677349679645,0.4065966141326672,0.01
550,696802.8799999993,302.55338762406893,1.0,302.9268978400627,0.6448955050078923,301.9848324576839,0.4051371862284901,0.01
551,696812.8799999993,302.5487320490546,1.0,302.9226654991405,0.6327092820080137,301.98289141857134,0.403677758324313,0.01
552,696822.8799999993,302.54407647404025,1.0,302.9184331582184,0.6205230590081351,301.98095037945876,0.40221833042013594,0.01
553,696832.8799999993,302.53942089902597,1.0,302.9142008172963,0.6083368360082565,301.97900934034624,0.4007589025159589,0.01
554,696838.080000039,302.53700000000003,1.0,302.91200000000003,0.602,301.978,0.4,0.01
555,696848.080000039,302.5380521157617,1.0,302.9125044390638,0.6052716476423472,301.9776829240171,0.4014412544679944,0.01
556,696858.080000039,302.5391042315233,1.0,302.91300887812764,0.6085432952846943,301.9773658480341,0.4028825089359887,0.01
557,696868.080000039,302.54015634728495,1.0,302.9135133171914,0.6118149429270415,301.97704877205115,0.40432376340398307,0.01
558,696878.080000039,302.5412084630466,1.0,302.91401775625525,0.6150865905693887,301.97673169606816,0.40576501787197744,0.01
559,696888.080000039,302.5422605788082,1.0,302.914522195319,0.6183582382117359,301.9764146200852,0.40720627233997175,0.01
560,696898.080000039,302.54331269456986,1.0,302.9150266343828,0.6216298858540831,301.97609754410223,0.4086475268079661,0.01
561,696908.080000039,302.5443648103315,1.0,302.91553107344663,0.6249015334964302,301.9757804681193,0.4100887812759605,0.01
562,696918.080000039,302.54541692609314,1.0,302.9160355125104,0.6281731811387774,301.9754633921363,0.41153003574395486,0.01
563,696928.080000039,302.5464690418548,1.0,302.91653995157424,0.6314448287811246,301.97514631615337,0.41297129021194917,0.01
564,696938.080000039,302.5475211576164,1.0,302.917044390638,0.6347164764234717,301.97482924017044,0.41441254467994354,0.01
565,696948.080000039,302.54857327337805,1.0,302.9175488297018,0.637988124065819,301.97451216418744,0.4158537991479379,0.01
566,696958.080000039,302.54962538913963,1.0,302.9180532687656,0.6412597717081662,301.9741950882045,0.4172950536159322,0.01
567,696968.080000039,302.5506775049013,1.0,302.9185577078294,0.6445314193505133,301.9738780122215,0.4187363080839266,0.01
568,696978.080000039,302.5517296206629,1.0,302.9190621468932,0.6478030669928605,301.9735609362386,0.42017756255192096,0.01
569,696988.080000039,302.55278173642455,1.0,302.919566585957,0.6510747146352077,301.9732438602556,0.42161881701991527,0.01
570,696998.080000039,302.5538338521862,1.0,302.9200710250208,0.6543463622775548,301.97292678427266,0.42306007148790964,0.01
571,697008.080000039,302.5548859679478,1.0,302.9205754640846,0.657618009919902,301.9726097082897,0.424501325955904,0.01
572,697018.080000039,302.55593808370946,1.0,302.9210799031484,0.6608896575622492,301.97229263230673,0.4259425804238983,0.01
573,697028.080000039,302.5569901994711,1.0,302.9215843422122,0.6641613052045964,301.9719755563238,0.4273838348918927,0.01
574,697038.080000039,302.55804231523274,1.0,302.922088781276,0.6674329528469436,301.9716584803408,0.42882508935988706,0.01
575,697048.080000039,302.5590944309944,1.0,302.92259322033976,0.6707046004892907,301.9713414043579,0.4302663438278814,0.01
576,697058.080000039,302.560146546756,1.0,302.9230976594036,0.6739762481316379,301.9710243283749,0.43170759829587574,0.01
577,697068.080000039,302.56119866251765,1.0,302.92360209846737,0.6772478957739851,301.97070725239195,0.4331488527638701,0.01
578,697078.080000039,302.5622507782793,1.0,302.9241065375312,0.6805195434163323,301.97039017640896,0.4345901072318644,0.01
579,697088.080000039,302.56330289404093,1.0,302.924610976595,0.6837911910586795,301.970073100426,0.4360313616998588,0.01
580,697098.080000039,302.56435500980257,1.0,302.92511541565875,0.6870628387010267,301.9697560244431,0.43747261616785316,0.01
581,697108.080000039,302.5654071255642,1.0,302.9256198547226,0.6903344863433738,301.9694389484601,0.4389138706358475,0.01
582,697118.080000039,302.56645924132584,1.0,302.92612429378636,0.693606133985721,301.96912187247716,0.44035512510384184,0.01
583,697128.080000039,302.5675113570875,1.0,302.9266287328502,0.6968777816280682,301.96880479649417,0.4417963795718362,0.01
584,697138.080000039,302.5685634728491,1.0,302.92713317191397,0.7001494292704153,301.96848772051123,0.4432376340398306,0.01
585,697148.080000039,302.56961558861076,1.0,302.92763761097774,0.7034210769127626,301.96817064452824,0.4446788885078249,0.01
586,697158.080000039,302.5706677043724,1.0,302.9281420500416,0.7066927245551098,301.9678535685453,0.44612014297581926,0.01
587,697168.080000039,302.57171982013404,1.0,302.92864648910535,0.7099643721974569,301.9675364925624,0.4475613974438136,0.01
