DayOfYear,Hour,LocalSunTime,AirTemp,StdDevAirTemp,MeanUncertaintyAirTemp,skintemp,StdDevSkinTemp,MeanUncertaintySkinTemp,lat,long,localday
287.1937,4.6478,21.1397333333333,299.303,0.038,0.009,297.841,0.047,0.015,28.427,-112.621,286.880863888889
287.2018,4.8417,21.3361933333333,297.854,0.037,0.009,294.739,0.087,0.028,28.4019,-112.5826,286.889070555556
287.2097,5.0342,21.5311866666667,297.963,0.063,0.016,295.307,0.065,0.021,28.3774,-112.5452,286.897074444444
287.2259,5.4204,21.9225,297.851,0.067,0.017,296.925,0.038,0.012,28.3272,-112.4685,286.9134875
287.2419,5.8054,22.3125466666667,297.956,0.061,0.015,297.613,0.033,0.011,28.2776,-112.3928,286.929697777778
287.2499,5.9978,22.5074733333333,298.856,0.067,0.017,299.577,0.042,0.013,28.2528,-112.3549,286.937803055556
287.2579,6.1903,22.7025,299.27,0.034,0.008,299.389,0.053,0.017,28.228,-112.317,286.945908333333
287.2659,6.3826,22.8972666666667,299.321,0.023,0.006,299.503,0.045,0.014,28.202,-112.28,286.954011111111
287.274,6.5766,23.0936666666667,299.192,0.028,0.007,299.239,0.033,0.011,28.178,-112.244,286.962211111111
287.282,6.769,23.2884,299.461,0.052,0.013,299.456,0.055,0.017,28.154,-112.209,286.970308333333
287.2901,6.9615,23.4833,299.187,0.051,0.013,299.515,0.021,0.007,28.13,-112.173,286.978508333333
287.2981,7.1539,23.6780666666667,299.145,0.071,0.018,298.786,0.024,0.008,28.105,-112.1375,286.986606944444
287.3061,7.3464,23.8729333333333,299.157,0.058,0.014,299.669,0.03,0.009,28.08,-112.102,286.994705555556
287.3141,7.539,0.0678,299.325,0.025,0.006,299.469,0.052,0.016,28.054,-112.068,287.0028
287.3222,7.7327,0.263700000000001,299.658,0.036,0.009,299.668,0.033,0.011,28.027,-112.035,287.010991666667
287.3303,7.9264,0.4596,299.64,0.023,0.006,299.303,0.043,0.014,28,-112.002,287.019183333333
287.3383,8.119,0.6508,300.106,0.052,0.013,299.176,0.054,0.017,27.993,-112.023,287.027125
287.3463,8.3114,0.841333333333334,300.427,0.066,0.017,299.44,0.045,0.014,28.0205,-112.051,287.035047222222
287.3623,8.6962,1.22239333333333,299.891,0.098,0.025,298.983,0.048,0.015,28.0754,-112.1071,287.050891388889
287.3704,8.8902,1.4145,299.712,0.067,0.017,298.15,0.028,0.009,28.1032,-112.1355,287.0589125
287.3785,9.084,1.60640666666667,299.777,0.09,0.023,299.392,0.07,0.022,28.1311,-112.1639,287.066933611111
287.3865,9.2765,1.79703333333333,299.405,0.067,0.017,299.601,0.044,0.014,28.1585,-112.192,287.074855555556
287.3945,9.4689,1.98756666666667,299.35,0.034,0.008,298.733,0.043,0.014,28.186,-112.22,287.082777777778
287.4026,9.6628,2.17953333333333,299.345,0.036,0.009,299.382,0.034,0.011,28.208,-112.249,287.090797222222
287.4107,9.8564,2.37163333333333,299.383,0.075,0.019,299.112,0.029,0.009,28.225,-112.2715,287.098834722222
287.4188,10.0504,2.56413333333333,299.397,0.05,0.013,298.673,0.026,0.008,28.242,-112.294,287.106872222222
287.4268,10.2429,2.7553,299.287,0.066,0.017,298.612,0.036,0.012,28.259,-112.314,287.114816666667
287.4348,10.4353,2.94636666666667,298.513,0.055,0.014,295.657,0.037,0.012,28.276,-112.334,287.122761111111
287.4428,10.6278,3.13753333333333,298.83,0.059,0.015,296.039,0.051,0.016,28.292,-112.354,287.130705555556
287.4508,10.8204,3.32873333333333,299.546,0.032,0.008,296.603,0.052,0.016,28.309,-112.375,287.138647222222
287.4589,11.0127,3.51956666666667,299.686,0.028,0.007,296.856,0.042,0.013,28.325,-112.397,287.146686111111
287.4669,11.2051,3.71116666666667,300.171,0.069,0.017,297.062,0.027,0.009,28.3465,-112.409,287.154652777778
287.4749,11.3977,3.90296666666667,299.368,0.04,0.01,297.109,0.055,0.017,28.368,-112.421,287.162619444444
287.515,12.3598,4.86136,299.619,0.08,0.02,296.85,0.034,0.011,28.4935,-112.4766,287.202565
287.5391,12.9373,5.43663333333333,298.164,0.034,0.009,296.396,0.022,0.007,28.569,-112.51,287.226572222222
287.5471,13.1297,5.62836666666667,298.593,0.038,0.01,296.304,0.038,0.012,28.595,-112.52,287.234544444444
287.5551,13.322,5.82038,298.606,0.038,0.009,295.549,0.071,0.022,28.6003,-112.5243,287.2425325
287.5632,13.5159,6.01398666666667,298.728,0.025,0.006,296.046,0.075,0.024,28.6057,-112.5287,287.250620277778
287.5712,13.7084,6.2062,298.316,0.042,0.011,295.875,0.027,0.009,28.611,-112.533,287.258608333333
287.5792,13.9009,6.3987,299.304,0.089,0.022,295.789,0.071,0.022,28.608,-112.533,287.266608333333
287.5872,14.0933,6.5911,298.827,0.04,0.01,296.025,0.058,0.018,28.605,-112.533,287.274608333333
287.5952,14.2858,6.78346666666667,298.699,0.028,0.007,296.1,0.035,0.011,28.603,-112.535,287.282602777778
287.6033,14.4782,6.97586666666667,298.787,0.023,0.006,296.155,0.042,0.013,28.602,-112.535,287.290702777778
287.6113,14.672,7.16962666666667,298.905,0.066,0.016,296.051,0.03,0.009,28.598,-112.5356,287.298701111111
287.6194,14.8645,7.36208666666667,298.237,0.097,0.024,296.016,0.077,0.024,28.594,-112.5362,287.306799444444
287.6354,15.2495,7.74700666666667,298.225,0.087,0.022,296.101,0.071,0.022,28.586,-112.5374,287.322796111111
287.6435,15.4432,7.94066666666667,297.684,0.032,0.008,295.958,0.046,0.015,28.582,-112.538,287.330894444444
287.6515,15.6357,8.13296666666667,297.15,0.036,0.009,295.892,0.028,0.009,28.579,-112.541,287.338886111111
287.6595,15.8281,8.32518666666667,297.736,0.072,0.018,295.844,0.049,0.016,28.578,-112.5437,287.346878611111
287.6675,16.0206,8.51751333333334,297.743,0.098,0.025,296.051,0.038,0.012,28.577,-112.5463,287.354871388889
287.6755,16.213,8.70973333333333,297.813,0.077,0.019,296.05,0.033,0.01,28.576,-112.549,287.362863888889
287.6916,16.5992,9.09558,297.582,0.061,0.015,296.019,0.019,0.006,28.574,-112.5543,287.378949166667
287.6997,16.7932,9.2894,297.241,0.059,0.015,296.032,0.033,0.011,28.573,-112.557,287.387041666667
287.7077,16.9856,9.48176666666667,297.501,0.064,0.016,296.141,0.04,0.013,28.5735,-112.5575,287.395040277778
287.7157,17.1778,9.67393333333333,297.075,0.049,0.012,296.792,0.031,0.01,28.574,-112.558,287.403038888889
287.7238,17.3719,9.86863333333333,297.202,0.032,0.008,297.169,0.043,0.014,28.576,-112.549,287.411163888889
287.7318,17.5645,10.0614333333333,297.747,0.049,0.012,297.274,0.057,0.018,28.577,-112.546,287.419172222222
287.7399,17.7568,10.2536666666667,297.79,0.026,0.007,298.095,0.039,0.012,28.579,-112.547,287.427269444444
287.7479,17.9491,10.4459,297.503,0.046,0.011,297.613,0.025,0.008,28.582,-112.548,287.435266666667
287.756,18.1445,10.6412333333333,297.535,0.059,0.015,297.687,0.025,0.008,28.586,-112.549,287.443363888889
287.764,18.3368,10.8334,298.006,0.029,0.007,297.897,0.022,0.007,28.589,-112.551,287.451358333333
287.7721,18.5308,11.0272666666667,297.992,0.038,0.009,298.22,0.05,0.016,28.592,-112.553,287.459452777778
287.7802,18.7234,11.2198,298.044,0.032,0.008,298.16,0.029,0.009,28.596,-112.554,287.46755
287.7881,18.9157,11.4121,298.534,0.047,0.012,298.366,0.068,0.022,28.6,-112.554,287.47545
287.7962,19.1081,11.6045,298.353,0.035,0.009,298.601,0.034,0.011,28.604,-112.554,287.48355
287.8042,19.3006,11.797,298.377,0.051,0.013,298.678,0.049,0.016,28.608,-112.554,287.49155
287.8123,19.4943,11.9907666666667,298.545,0.04,0.01,298.598,0.05,0.016,28.612,-112.553,287.499652777778
287.8203,19.687,12.1835333333333,298.361,0.046,0.011,298.593,0.074,0.023,28.616,-112.552,287.507655555556
287.8283,19.8794,12.3760666666667,298.241,0.064,0.016,298.344,0.025,0.008,28.62,-112.55,287.515661111111
287.8363,20.0718,12.5686,298.294,0.045,0.011,298.478,0.036,0.011,28.624,-112.548,287.523666666667
287.8443,20.2641,12.7611,298.724,0.036,0.009,298.709,0.063,0.02,28.629,-112.545,287.531675
287.8524,20.4567,12.9538333333333,298.397,0.042,0.01,299.093,0.03,0.01,28.634,-112.543,287.539780555555
287.8604,20.649,13.1462666666667,298.39,0.051,0.013,298.467,0.036,0.011,28.636,-112.541,287.547786111111
287.8684,20.8428,13.3409333333333,298.596,0.043,0.011,298.507,0.031,0.01,28.625,-112.528,287.555822222222
287.8766,21.0379,13.5369666666667,298.946,0.032,0.008,299.259,0.027,0.008,28.613,-112.514,287.564061111111
287.8846,21.2307,13.7301666666667,298.974,0.05,0.012,299.224,0.036,0.011,28.607,-112.508,287.572077777778
287.8926,21.4232,13.9226,299.018,0.034,0.009,298.933,0.041,0.013,28.611,-112.509,287.580075
287.9007,21.6169,14.1163666666667,299.357,0.057,0.014,299.486,0.056,0.018,28.614,-112.508,287.588177777778
287.9088,21.8108,14.3101333333333,299.384,0.046,0.012,299.342,0.041,0.013,28.618,-112.51,287.596272222222
287.9168,22.0033,14.5024333333333,299.414,0.034,0.009,299.725,0.037,0.012,28.622,-112.513,287.604263888889
287.9248,22.196,14.695,299.251,0.047,0.012,299.628,0.05,0.016,28.625,-112.515,287.612258333333
287.933,22.3909,14.8899666666667,299.115,0.052,0.013,299.251,0.03,0.01,28.628,-112.514,287.620461111111
287.941,22.5834,15.0824666666667,299.207,0.044,0.011,299.513,0.024,0.008,28.632,-112.514,287.628461111111
287.949,22.7758,15.2747333333333,298.882,0.032,0.008,299.264,0.046,0.014,28.635,-112.516,287.636455555556
287.957,22.9684,15.4672,299.08,0.051,0.013,299.027,0.043,0.014,28.638,-112.518,287.64445
287.965,23.1609,15.6595666666667,298.678,0.054,0.013,298.159,0.037,0.012,28.64,-112.52,287.652444444444
287.9731,23.3546,15.8533466666667,298.855,0.07,0.017,298.603,0.03,0.01,28.6342,-112.5188,287.660547777778
288.0569,1.367,17.8666,298.596,0.045,0.011,297.631,0.051,0.016,28.574,-112.506,287.744383333333
288.065,1.5594,18.0590666666667,298.576,0.053,0.013,297.429,0.062,0.02,28.574,-112.505,287.752486111111
288.073,1.7518,18.2513733333333,299.042,0.062,0.015,297.4,0.029,0.009,28.574,-112.5064,287.760482222222
288.081,1.9443,18.4437866666667,298.997,0.078,0.019,297.225,0.041,0.013,28.574,-112.5077,287.768478611111
288.089,2.1367,18.6360933333333,299.556,0.09,0.023,297.179,0.066,0.021,28.574,-112.5091,287.776474722222
288.097,2.3292,18.8285,299.996,0.087,0.022,297.2,0.065,0.021,28.574,-112.5105,287.784470833333
288.1051,2.5217,19.0209066666667,299.832,0.096,0.024,297.251,0.048,0.015,28.574,-112.5119,287.792566944444
288.1131,2.7141,19.21322,300.149,0.06,0.015,297.029,0.03,0.009,28.574,-112.5132,287.800563333333
288.1211,2.9068,19.4058266666667,299.928,0.069,0.017,297.194,0.029,0.009,28.574,-112.5146,287.808559444444
288.1291,3.099,19.5979333333333,299.984,0.089,0.022,297.23,0.044,0.014,28.574,-112.516,287.816555555556
288.1773,4.2551,20.7534866666667,300.668,0.099,0.025,296.763,0.066,0.021,28.574,-112.5242,287.864732777778
288.1934,4.6414,21.1396,299.916,0.037,0.009,295.347,0.057,0.018,28.574,-112.527,287.880825
288.2015,4.8353,21.33102,301.462,0.062,0.015,297.352,0.035,0.011,28.5629,-112.5642,287.888821666667
288.2095,5.0277,21.5209666666667,303.329,0.036,0.009,299.715,0.046,0.015,28.552,-112.601,287.896719444444
288.2176,5.2211,21.7118333333333,303.175,0.017,0.004,299.834,0.039,0.012,28.541,-112.639,287.904713888889
288.2256,5.4139,21.9019666666667,302.746,0.027,0.007,300.23,0.038,0.012,28.534,-112.679,287.912602777778
288.2336,5.6063,22.0916333333333,302.686,0.022,0.006,300.066,0.049,0.015,28.53,-112.72,287.920488888889
288.2417,5.8004,22.2829333333333,301.967,0.023,0.006,299.333,0.032,0.01,28.528,-112.762,287.928472222222
288.2497,5.9928,22.4730333333333,303.183,0.094,0.023,299.028,0.053,0.017,28.5367,-112.7965,287.936376388889
288.2658,6.3787,22.8543,303.094,0.066,0.016,298.811,0.034,0.011,28.5543,-112.866,287.952283333333
288.3059,7.3425,23.8065666666667,302.45,0.041,0.01,298.611,0.061,0.019,28.598,-113.039,287.991902777778
288.314,7.5365,23.9996333333333,302.219,0.028,0.007,299.068,0.029,0.009,28.633,-113.053,287.999963888889
288.3221,7.7289,0.191100000000001,302.362,0.041,0.01,298.559,0.045,0.014,28.668,-113.067,288.008025
288.3381,8.1152,0.575466666666666,301.993,0.032,0.008,298.61,0.034,0.011,28.738,-113.096,288.023944444444
288.3542,8.5015,0.9596,300.82,0.076,0.019,297.851,0.036,0.011,28.8082,-113.1285,288.039954166667
288.3624,8.6967,1.1537,300.571,0.039,0.01,298.962,0.05,0.016,28.844,-113.145,288.048108333333
288.3704,8.8892,1.34533333333333,301.125,0.043,0.011,299.68,0.037,0.012,28.88,-113.158,288.056072222222
288.3784,9.0826,1.54066666666667,301.369,0.042,0.01,299.332,0.047,0.015,28.892,-113.129,288.064152777778
288.3865,9.2756,1.7348,300.296,0.051,0.013,298.789,0.033,0.01,28.861,-113.112,288.0723
288.3945,9.468,1.92822,300.456,0.069,0.017,298.599,0.025,0.008,28.8303,-113.0967,288.0803425
288.4025,9.6604,2.12164666666667,300.478,0.063,0.016,298.447,0.035,0.011,28.7997,-113.0813,288.088385277778
288.4105,9.8529,2.31516666666667,300.998,0.048,0.012,299.361,0.018,0.006,28.769,-113.066,288.096427777778
288.4185,10.0452,2.50868666666667,301.16,0.082,0.02,298.446,0.044,0.014,28.7385,-113.0477,288.104478611111
288.4266,10.2377,2.70241333333333,301.371,0.088,0.022,298.29,0.031,0.01,28.7075,-113.0293,288.112629722222
288.4346,10.4304,2.89633333333333,301.425,0.045,0.011,298.843,0.052,0.016,28.677,-113.011,288.120680555556
288.4426,10.6226,3.09073333333333,302.14,0.09,0.022,299.136,0.02,0.006,28.654,-112.978,288.128772222222
288.4506,10.8151,3.28543333333333,302.099,0.054,0.013,299.223,0.035,0.011,28.631,-112.945,288.136863888889
288.4586,11.0076,3.48,302.05,0.057,0.014,299.371,0.04,0.013,28.607,-112.914,288.14495
288.4747,11.3937,3.87023333333333,300.97,0.043,0.011,299.859,0.028,0.009,28.563,-112.852,288.161222222222
288.4828,11.5877,4.0663,300.328,0.053,0.013,299.6,0.033,0.01,28.54,-112.821,288.169408333333
288.4909,11.7813,4.26223333333333,300.553,0.031,0.008,299.521,0.046,0.015,28.527,-112.786,288.177605555556
288.5069,12.1664,4.65242,300.703,0.09,0.022,299.218,0.05,0.016,28.5436,-112.7097,288.1938175
288.515,12.3587,4.8473,300.407,0.083,0.021,298.291,0.085,0.027,28.552,-112.671,288.202025
288.523,12.5528,5.04394666666667,298.296,0.084,0.021,295.519,0.038,0.012,28.5603,-112.6328,288.210131111111
288.531,12.7451,5.23878666666667,298.397,0.031,0.008,295.811,0.074,0.023,28.5686,-112.5947,288.218236944444
288.5391,12.9375,5.43376666666667,297.796,0.033,0.008,295.04,0.045,0.014,28.577,-112.556,288.226444444444
288.5471,13.1314,5.62857333333333,297.549,0.061,0.015,295.478,0.036,0.011,28.5793,-112.5424,288.234482222222
288.5552,13.3254,5.82349333333333,297.714,0.061,0.015,295.912,0.032,0.01,28.5817,-112.5286,288.242620555556
288.5632,13.5178,6.0168,298.048,0.053,0.013,295.867,0.039,0.012,28.584,-112.515,288.250658333333
288.5713,13.7103,6.2093,298.209,0.058,0.014,295.94,0.019,0.006,28.584,-112.515,288.258758333333
288.5793,13.9026,6.4016,298.081,0.038,0.009,295.987,0.047,0.015,28.584,-112.515,288.266758333333
288.5873,14.0951,6.5941,298.014,0.034,0.008,296.552,0.034,0.011,28.584,-112.515,288.274758333333
288.5953,14.2876,6.7866,297.86,0.044,0.011,296.936,0.037,0.012,28.584,-112.515,288.282758333333
288.6033,14.48,6.979,298.038,0.041,0.01,296.659,0.05,0.016,28.584,-112.515,288.290758333333
288.6114,14.6726,7.1716,298.246,0.04,0.01,296.776,0.02,0.006,28.584,-112.515,288.298858333333
288.6194,14.8659,7.3649,297.572,0.072,0.018,296.733,0.066,0.021,28.584,-112.515,288.306858333333
288.6274,15.0589,7.5579,298.115,0.035,0.009,296.765,0.072,0.023,28.584,-112.515,288.314858333333
288.6355,15.2526,7.7516,298.193,0.047,0.012,296.719,0.035,0.011,28.584,-112.515,288.322958333333
288.6436,15.445,7.944,297.628,0.043,0.011,296.696,0.04,0.013,28.584,-112.515,288.331058333333
288.6516,15.6375,8.1363,297.91,0.034,0.008,296.48,0.065,0.021,28.584,-112.518,288.33905
288.6596,15.8301,8.3287,297.558,0.042,0.011,296.48,0.029,0.009,28.583,-112.521,288.347041666667
288.6676,16.0224,8.52073333333333,297.627,0.026,0.006,296.52,0.034,0.011,28.583,-112.525,288.355030555556
288.6757,16.216,8.71406666666667,297.801,0.062,0.015,296.491,0.02,0.006,28.583,-112.529,288.363119444444
288.6837,16.4087,8.9065,297.824,0.042,0.01,296.696,0.041,0.013,28.583,-112.533,288.371108333333
288.6918,16.6025,9.10003333333333,297.763,0.043,0.011,296.831,0.037,0.012,28.583,-112.537,288.379197222222
288.6998,16.795,9.2922,297.891,0.053,0.013,297.021,0.018,0.006,28.583,-112.542,288.387183333333
288.7078,16.9876,9.4844,298.152,0.045,0.011,297.114,0.047,0.015,28.582,-112.548,288.395166666667
288.7159,17.1811,9.67763333333333,298.111,0.061,0.015,297.042,0.053,0.017,28.583,-112.552,288.403255555556
288.724,17.3764,9.87266666666667,298.092,0.054,0.013,297.016,0.031,0.01,28.584,-112.556,288.411344444444
288.732,17.569,10.0650666666667,297.956,0.056,0.014,297.168,0.034,0.011,28.585,-112.559,288.419336111111
288.7401,17.7614,10.2572,297.907,0.04,0.01,297.346,0.044,0.014,28.585,-112.563,288.427425
288.7481,17.9538,10.4492666666667,298.047,0.047,0.012,297.317,0.045,0.014,28.586,-112.568,288.435411111111
288.7561,18.1463,10.6415,298.311,0.024,0.006,297.421,0.033,0.01,28.586,-112.572,288.4434
288.7641,18.3389,10.8339,298.353,0.072,0.018,297.414,0.042,0.013,28.588,-112.575,288.451391666667
288.7721,18.5312,11.026,299.205,0.017,0.004,297.338,0.052,0.017,28.59,-112.578,288.459383333333
288.7802,18.7237,11.2184333333333,298.995,0.028,0.007,297.433,0.038,0.012,28.592,-112.579,288.467480555556
288.7882,18.9161,11.4108333333333,298.411,0.046,0.012,297.514,0.053,0.017,28.594,-112.579,288.475480555556
288.7962,19.1087,11.6034333333333,298.646,0.037,0.009,297.534,0.041,0.013,28.596,-112.579,288.483480555556
288.8042,19.3012,11.7959333333333,298.504,0.025,0.006,297.724,0.028,0.009,28.599,-112.579,288.491480555556
288.8122,19.4934,11.9882,298.592,0.03,0.007,297.7,0.04,0.013,28.601,-112.578,288.499483333333
288.8203,19.6859,12.1806333333333,298.77,0.024,0.006,297.682,0.039,0.012,28.604,-112.579,288.507580555556
288.8283,19.8784,12.3731333333333,298.742,0.03,0.007,297.732,0.049,0.015,28.608,-112.579,288.515580555556
288.8363,20.0708,12.5656,298.686,0.031,0.008,297.626,0.039,0.012,28.611,-112.578,288.523583333333
288.8444,20.2645,12.7593,298.846,0.029,0.007,297.867,0.036,0.011,28.614,-112.578,288.531683333333
288.8524,20.4582,12.9530666666667,298.903,0.034,0.009,298.032,0.02,0.006,28.617,-112.577,288.539686111111
288.8604,20.651,13.1458666666667,298.823,0.05,0.013,298.055,0.042,0.013,28.62,-112.577,288.547686111111
288.8685,20.8434,13.3382,298.889,0.036,0.009,297.995,0.042,0.013,28.623,-112.578,288.555783333333
288.8765,21.0358,13.5307,298.995,0.059,0.015,297.812,0.041,0.013,28.6265,-112.5765,288.5637875
288.8845,21.2283,13.7233,298.741,0.044,0.011,297.924,0.056,0.018,28.63,-112.575,288.571791666667
288.8925,21.4206,13.9156,298.827,0.052,0.013,297.732,0.024,0.008,28.633,-112.575,288.579791666667
288.9006,21.6146,14.10982,299.139,0.085,0.021,297.775,0.065,0.02,28.626,-112.5717,288.587900833333
288.9086,21.8071,14.3025466666667,298.684,0.043,0.011,297.611,0.071,0.022,28.619,-112.5683,288.595910277778
288.9167,22.0009,14.4965666666667,299.208,0.043,0.011,297.249,0.058,0.018,28.612,-112.565,288.604019444444
288.9247,22.1934,14.6893333333333,298.929,0.036,0.009,297.362,0.041,0.013,28.604,-112.561,288.612030555555
288.9327,22.3859,14.8819666666667,299.154,0.034,0.008,297.287,0.038,0.012,28.607,-112.559,288.620036111111
288.9408,22.5784,15.0745333333333,299.253,0.047,0.012,297.135,0.047,0.015,28.61,-112.558,288.628138888889
288.9488,22.7707,15.2669,299.145,0.061,0.015,297.061,0.054,0.017,28.614,-112.557,288.636141666667
288.9568,22.9631,15.4593666666667,299.438,0.055,0.014,297.229,0.032,0.01,28.618,-112.556,288.644144444444
288.9649,23.1571,15.6534333333333,299.149,0.038,0.009,296.713,0.054,0.017,28.62,-112.555,288.652247222222
288.973,23.3508,15.847,299.066,0.052,0.013,296.397,0.022,0.007,28.624,-112.557,288.660341666667
288.981,23.5434,16.0396,299.154,0.025,0.006,297.096,0.05,0.016,28.628,-112.557,288.668341666667
289.0087,0.2083,16.7085,298.849,0.055,0.014,298.038,0.026,0.008,28.538,-112.497,288.696208333333
289.0167,0.4009,16.9022333333333,299.082,0.059,0.015,297.173,0.039,0.012,28.504,-112.48,288.704255555556
289.0247,0.5932,17.0956,299.446,0.035,0.009,297.175,0.069,0.022,28.469,-112.464,288.7123
289.0327,0.7856,17.2891333333333,299.149,0.035,0.009,297.172,0.064,0.02,28.434,-112.447,288.720347222222
289.0407,0.9781,17.4828333333333,298.882,0.042,0.011,296.798,0.047,0.015,28.4,-112.429,288.728397222222
289.0488,1.172,17.6779333333333,299.48,0.032,0.008,297.776,0.03,0.009,28.366,-112.411,288.736547222222
289.0569,1.3645,17.8717,299.872,0.034,0.008,297.904,0.043,0.014,28.334,-112.392,288.7447
289.0649,1.557,18.0660666666667,300.051,0.029,0.007,297.489,0.039,0.012,28.305,-112.364,288.752777777778
289.0729,1.7493,18.2603,301.404,0.043,0.011,298.53,0.06,0.019,28.277,-112.335,288.760858333333
289.0809,1.9418,18.4546666666667,300.754,0.024,0.006,298.912,0.037,0.012,28.248,-112.307,288.768936111111
289.089,2.1356,18.6501333333333,299.958,0.044,0.011,299.109,0.037,0.012,28.218,-112.282,288.777105555556
289.097,2.3294,18.8456666666667,300.313,0.055,0.014,297.458,0.063,0.02,28.189,-112.256,288.785177777778
289.1051,2.5218,19.0399733333333,300.605,0.096,0.024,296.903,0.048,0.015,28.1589,-112.2274,288.793357222222
289.1215,2.9149,19.4369266666667,300.581,0.079,0.02,297.824,0.035,0.011,28.0981,-112.1696,288.809917777778
289.1296,3.1116,19.6355333333333,300.458,0.042,0.01,298.386,0.046,0.014,28.068,-112.141,288.818097222222
289.138,3.3122,19.83822,300.523,0.072,0.018,298.39,0.032,0.01,28.0346,-112.1097,288.826584166667
289.1461,3.5062,20.0342333333333,301.366,0.085,0.021,299.229,0.035,0.011,28.0025,-112.0795,288.834768055556
289.1623,3.8955,20.4275533333333,301.603,0.069,0.017,299.442,0.039,0.012,27.9382,-112.0192,288.851135555556
289.1704,4.0892,20.6232666666667,301.228,0.052,0.013,300.017,0.015,0.005,27.906,-111.989,288.859319444444
289.1784,4.2817,20.8177,301.504,0.034,0.009,300.849,0.038,0.012,27.874,-111.96,288.8674
289.1865,4.4767,21.0148333333333,301.85,0.024,0.006,301.24,0.028,0.009,27.843,-111.928,288.875588888889
289.1945,4.6695,21.2096333333333,301.672,0.038,0.009,301.35,0.048,0.015,27.812,-111.898,288.883672222222
289.2026,4.8628,21.405,301.077,0.033,0.008,301.417,0.032,0.01,27.781,-111.867,288.891858333333
289.2107,5.057,21.6012666666667,300.725,0.048,0.012,301.266,0.019,0.006,27.751,-111.836,288.900044444444
289.2189,5.2536,21.7999333333333,300.852,0.015,0.004,300.467,0.025,0.008,27.721,-111.805,288.908330555556
289.2269,5.446,21.9943333333333,300.932,0.028,0.007,301.032,0.06,0.019,27.692,-111.775,288.916413888889
289.2353,5.6467,22.1971666666667,300.963,0.023,0.006,301.407,0.037,0.012,27.661,-111.743,288.924902777778
289.2435,5.8448,22.3971333333333,300.786,0.034,0.009,301.337,0.047,0.015,27.631,-111.715,288.933180555556
289.2516,6.0387,22.5921,300.73,0.02,0.005,301.056,0.03,0.009,27.615,-111.699,288.941325
289.2596,6.231,22.7858,300.725,0.024,0.006,300.98,0.029,0.009,27.591,-111.678,288.949383333333
289.2677,6.425,22.9814666666667,300.836,0.028,0.007,301.158,0.051,0.016,27.559,-111.653,288.957552777778
289.2758,6.6201,23.1783666666667,300.874,0.021,0.005,301.041,0.036,0.011,27.526,-111.626,288.965727777778
289.2841,6.8191,23.3793,300.941,0.025,0.006,300.935,0.031,0.01,27.495,-111.597,288.974108333333
289.2923,7.0161,23.5783,301.117,0.027,0.007,301.095,0.039,0.012,27.464,-111.567,288.982391666667
289.3007,7.2155,23.7797,301.169,0.02,0.005,301.286,0.019,0.006,27.433,-111.537,288.990875
289.3089,7.4145,23.9805666666667,301.219,0.032,0.008,301.364,0.018,0.006,27.402,-111.509,288.999152777778
289.3171,7.6115,0.179433333333334,301.538,0.034,0.009,301.02,0.047,0.015,27.37,-111.481,289.007430555556
289.3252,7.804,0.373733333333334,301.477,0.052,0.013,300.483,0.051,0.016,27.339,-111.454,289.015605555556
289.3332,7.9964,0.568000000000001,301.432,0.016,0.004,301.195,0.033,0.01,27.309,-111.426,289.023683333333
289.3412,8.1903,0.763833333333333,301.764,0.022,0.006,301.605,0.036,0.011,27.279,-111.397,289.031763888889
289.3493,8.3828,0.958333333333333,301.629,0.027,0.007,301.766,0.032,0.01,27.248,-111.367,289.039947222222
289.3573,8.5753,1.1527,301.707,0.027,0.007,301.841,0.04,0.013,27.217,-111.339,289.048025
289.3653,8.7677,1.34703333333333,301.2,0.033,0.008,301.773,0.027,0.009,27.186,-111.31,289.056105555556
289.3734,8.9613,1.5425,301.912,0.027,0.007,301.739,0.032,0.01,27.155,-111.282,289.064283333333
289.3814,9.1539,1.73696666666667,302.266,0.044,0.011,301.971,0.027,0.009,27.125,-111.254,289.072361111111
289.3895,9.3475,1.93243333333333,302.133,0.048,0.012,302.109,0.033,0.01,27.095,-111.226,289.080538888889
289.3976,9.5416,2.12846666666667,302.426,0.024,0.006,302.264,0.038,0.012,27.065,-111.197,289.088719444444
289.4056,9.7341,2.32283333333333,302.771,0.038,0.009,302.289,0.04,0.013,27.036,-111.169,289.096797222222
289.4137,9.9278,2.5184,302.66,0.026,0.006,302.288,0.013,0.004,27.006,-111.141,289.104975
289.4217,10.1203,2.7127,302.678,0.034,0.009,302.309,0.034,0.011,26.976,-111.114,289.11305
289.4297,10.3142,2.90853333333333,302.382,0.032,0.008,302.219,0.037,0.012,26.946,-111.085,289.121130555556
289.4378,10.5077,3.1039,302.068,0.035,0.009,302.244,0.042,0.013,26.917,-111.057,289.129308333333
289.4459,10.7018,3.29993333333333,302.393,0.031,0.008,302.168,0.042,0.013,26.887,-111.028,289.137488888889
289.454,10.8955,3.49556666666667,302.545,0.03,0.008,301.891,0.032,0.01,26.857,-110.999,289.145669444444
289.4621,11.0893,3.69136666666667,302.495,0.049,0.012,301.846,0.022,0.007,26.826,-110.969,289.153852777778
289.4701,11.2832,3.88726666666667,302.34,0.035,0.009,301.754,0.025,0.008,26.796,-110.939,289.161936111111
289.4783,11.4783,4.08436666666667,302.014,0.038,0.009,301.735,0.043,0.014,26.765,-110.909,289.170219444444
